fips,region,time,population
12,Florida,2015,20209042
12,Florida,2016,20613477
12,Florida,2017,20963613
12,Florida,2018,21244317
12,Florida,2019,21477737
13,Georgia,2000,8227303
13,Georgia,2001,8377038
13,Georgia,2002,8508256
13,Georgia,2003,8622793
13,Georgia,2004,8769252
13,Georgia,2005,8925922
13,Georgia,2006,9155813
13,Georgia,2007,9349988
13,Georgia,2008,9504843
13,Georgia,2009,9620846
13,Georgia,2010,9711881
13,Georgia,2011,9802431
13,Georgia,2012,9901430
13,Georgia,2013,9972479
13,Georgia,2014,10067278
13,Georgia,2015,10178447
13,Georgia,2016,10301890
13,Georgia,2017,10410330
13,Georgia,2018,10511131
13,Georgia,2019,10617423
15,Hawaii,2000,1213519
15,Hawaii,2001,1225948
15,Hawaii,2002,1239613
15,Hawaii,2003,1251154
15,Hawaii,2004,1273569
15,Hawaii,2005,1292729
15,Hawaii,2006,1309731
15,Hawaii,2007,1315675
15,Hawaii,2008,1332213
15,Hawaii,2009,1346717
15,Hawaii,2010,1363963
15,Hawaii,2011,1379329
15,Hawaii,2012,1394804
15,Hawaii,2013,1408243
15,Hawaii,2014,1414538
15,Hawaii,2015,1422052
15,Hawaii,2016,1427559
15,Hawaii,2017,1424393
15,Hawaii,2018,1420593
15,Hawaii,2019,1415872
16,Idaho,2000,1299430
16,Idaho,2001,1319962
16,Idaho,2002,1340372
16,Idaho,2003,1363380
16,Idaho,2004,1391802
16,Idaho,2005,1428241
16,Idaho,2006,1468669
16,Idaho,2007,1505105
16,Idaho,2008,1534320
16,Idaho,2009,1554439
16,Idaho,2010,1570746
16,Idaho,2011,1583910
16,Idaho,2012,1595324
16,Idaho,2013,1611206
16,Idaho,2014,1631112
16,Idaho,2015,1651059
16,Idaho,2016,1682380
16,Idaho,2017,1717715
16,Idaho,2018,1750536
16,Idaho,2019,1787065
17,Illinois,2000,12434161
17,Illinois,2001,12488445
17,Illinois,2002,12525556
17,Illinois,2003,12556006
17,Illinois,2004,12589773
17,Illinois,2005,12609903
17,Illinois,2006,12643955
17,Illinois,2007,12695866
17,Illinois,2008,12747038
17,Illinois,2009,12796778
17,Illinois,2010,12840503
17,Illinois,2011,12867454
17,Illinois,2012,12882510
17,Illinois,2013,12895129
17,Illinois,2014,12884493
17,Illinois,2015,12858913
17,Illinois,2016,12820527
17,Illinois,2017,12778828
17,Illinois,2018,12723071
17,Illinois,2019,12671821
18,Indiana,2000,6091866
18,Indiana,2001,6127760
18,Indiana,2002,6155967
18,Indiana,2003,6196638
18,Indiana,2004,6233007
18,Indiana,2005,6278616
18,Indiana,2006,6332669
18,Indiana,2007,6379599
18,Indiana,2008,6424806
18,Indiana,2009,6459325
18,Indiana,2010,6490432
18,Indiana,2011,6516528
18,Indiana,2012,6537703
18,Indiana,2013,6568713
18,Indiana,2014,6593644
18,Indiana,2015,6608422
18,Indiana,2016,6634304
18,Indiana,2017,6658078
18,Indiana,2018,6695497
18,Indiana,2019,6732219
19,Iowa,2000,2929067
19,Iowa,2001,2931997
19,Iowa,2002,2934234
19,Iowa,2003,2941999
19,Iowa,2004,2953635
19,Iowa,2005,2964454
19,Iowa,2006,2982644
19,Iowa,2007,2999212
19,Iowa,2008,3016734
19,Iowa,2009,3032870
19,Iowa,2010,3050745
19,Iowa,2011,3066336
19,Iowa,2012,3076190
19,Iowa,2013,3092997
19,Iowa,2014,3109350
19,Iowa,2015,3120960
19,Iowa,2016,3131371
19,Iowa,2017,3141550
19,Iowa,2018,3148618
19,Iowa,2019,3155070
20,Kansas,2000,2693681
20,Kansas,2001,2702162
20,Kansas,2002,2713535
20,Kansas,2003,2723004
20,Kansas,2004,2734373
20,Kansas,2005,2745299
20,Kansas,2006,2762931
20,Kansas,2007,2783785
20,Kansas,2008,2808076
20,Kansas,2009,2832704
20,Kansas,2010,2858190
20,Kansas,2011,2869225
20,Kansas,2012,2885257
20,Kansas,2013,2893212
20,Kansas,2014,2900475
20,Kansas,2015,2909011
20,Kansas,2016,2910844
20,Kansas,2017,2908718
20,Kansas,2018,2911359
20,Kansas,2019,2913314
21,Kentucky,2000,4049021
21,Kentucky,2001,4068132
21,Kentucky,2002,4089875
21,Kentucky,2003,4117170
21,Kentucky,2004,4146101
21,Kentucky,2005,4182742
21,Kentucky,2006,4219239
21,Kentucky,2007,4256672
21,Kentucky,2008,4289878
21,Kentucky,2009,4317074
21,Kentucky,2010,4348181
21,Kentucky,2011,4369821
21,Kentucky,2012,4386346
21,Kentucky,2013,4404659
21,Kentucky,2014,4414349
21,Kentucky,2015,4425976
21,Kentucky,2016,4438182
21,Kentucky,2017,4452268
21,Kentucky,2018,4461153
21,Kentucky,2019,4467673
22,Louisiana,2000,4471885
22,Louisiana,2001,4477875
22,Louisiana,2002,4497267
22,Louisiana,2003,4521042
22,Louisiana,2004,4552238
22,Louisiana,2005,4576628
22,Louisiana,2006,4302665
22,Louisiana,2007,4375581
22,Louisiana,2008,4435586
22,Louisiana,2009,4491648
22,Louisiana,2010,4544532
22,Louisiana,2011,4575625
22,Louisiana,2012,4600972
22,Louisiana,2013,4624527
22,Louisiana,2014,4644013
22,Louisiana,2015,4664628
22,Louisiana,2016,4678135
22,Louisiana,2017,4670560
22,Louisiana,2018,4659690
22,Louisiana,2019,4648794
23,Maine,2000,1277072
23,Maine,2001,1285692
23,Maine,2002,1295960
23,Maine,2003,1306513
23,Maine,2004,1313688
23,Maine,2005,1318787
23,Maine,2006,1323619
23,Maine,2007,1327040
23,Maine,2008,1330509
23,Maine,2009,1329590
23,Maine,2010,1327629
23,Maine,2011,1328284
23,Maine,2012,1327729
23,Maine,2013,1328009
23,Maine,2014,1330513
23,Maine,2015,1328262
23,Maine,2016,1331317
23,Maine,2017,1334612
23,Maine,2018,1339057
23,Maine,2019,1344212
24,Maryland,2000,5311034
24,Maryland,2001,5374691
24,Maryland,2002,5440389
24,Maryland,2003,5496269
24,Maryland,2004,5546935
24,Maryland,2005,5592379
24,Maryland,2006,5627367
24,Maryland,2007,5653408
24,Maryland,2008,5684965
24,Maryland,2009,5730388
24,Maryland,2010,5788645
24,Maryland,2011,5839419
24,Maryland,2012,5886992
24,Maryland,2013,5923188
24,Maryland,2014,5957283
24,Maryland,2015,5985562
24,Maryland,2016,6003323
24,Maryland,2017,6023868
24,Maryland,2018,6035802
24,Maryland,2019,6045680
25,Massachusetts,2000,6361104
25,Massachusetts,2001,6397634
25,Massachusetts,2002,6417206
25,Massachusetts,2003,6422565
25,Massachusetts,2004,6412281
25,Massachusetts,2005,6403290
25,Massachusetts,2006,6410084
25,Massachusetts,2007,6431559
25,Massachusetts,2008,6468967
25,Massachusetts,2009,6517613
25,Massachusetts,2010,6566307
25,Massachusetts,2011,6613583
25,Massachusetts,2012,6663005
25,Massachusetts,2013,6713315
25,Massachusetts,2014,6762596
25,Massachusetts,2015,6794228
25,Massachusetts,2016,6823608
25,Massachusetts,2017,6859789
25,Massachusetts,2018,6882635
25,Massachusetts,2019,6892503
26,Michigan,2000,9952450
26,Michigan,2001,9991120
26,Michigan,2002,10015710
26,Michigan,2003,10041152
26,Michigan,2004,10055315
26,Michigan,2005,10051137
26,Michigan,2006,10036081
26,Michigan,2007,10001284
26,Michigan,2008,9946889
26,Michigan,2009,9901591
26,Michigan,2010,9877510
26,Michigan,2011,9882412
26,Michigan,2012,9897145
26,Michigan,2013,9913065
26,Michigan,2014,9929848
26,Michigan,2015,9931715
26,Michigan,2016,9950571
26,Michigan,2017,9973114
26,Michigan,2018,9984072
26,Michigan,2019,9986857
27,Minnesota,2000,4933692
27,Minnesota,2001,4982796
27,Minnesota,2002,5018935
27,Minnesota,2003,5053572
27,Minnesota,2004,5087713
27,Minnesota,2005,5119598
27,Minnesota,2006,5163555
27,Minnesota,2007,5207203
27,Minnesota,2008,5247018
27,Minnesota,2009,5281203
27,Minnesota,2010,5310828
27,Minnesota,2011,5346143
27,Minnesota,2012,5376643
27,Minnesota,2013,5413479
27,Minnesota,2014,5451079
27,Minnesota,2015,5482032
27,Minnesota,2016,5522744
27,Minnesota,2017,5566230
27,Minnesota,2018,5606249
27,Minnesota,2019,5639632
28,Mississippi,2000,2848353
28,Mississippi,2001,2852994
28,Mississippi,2002,2858681
28,Mississippi,2003,2868312
28,Mississippi,2004,2889010
28,Mississippi,2005,2905943
28,Mississippi,2006,2904978
28,Mississippi,2007,2928350
28,Mississippi,2008,2947806
28,Mississippi,2009,2958774
28,Mississippi,2010,2970548
28,Mississippi,2011,2978731
28,Mississippi,2012,2983816
28,Mississippi,2013,2988711
28,Mississippi,2014,2990468
28,Mississippi,2015,2988471
28,Mississippi,2016,2987938
28,Mississippi,2017,2988510
28,Mississippi,2018,2981020
28,Mississippi,2019,2976149
29,Missouri,2000,5607285
29,Missouri,2001,5641142
29,Missouri,2002,5674825
29,Missouri,2003,5709403
29,Missouri,2004,5747741
29,Missouri,2005,5790300
29,Missouri,2006,5842704
29,Missouri,2007,5887612
29,Missouri,2008,5923916
29,Missouri,2009,5961088
29,Missouri,2010,5995974
29,Missouri,2011,6010275
29,Missouri,2012,6024367
29,Missouri,2013,6040715
29,Missouri,2014,6056202
29,Missouri,2015,6071732
29,Missouri,2016,6087135
29,Missouri,2017,6106670
29,Missouri,2018,6121623
29,Missouri,2019,6137428
30,Montana,2000,903773
30,Montana,2001,906961
30,Montana,2002,911667
30,Montana,2003,919630
30,Montana,2004,930009
30,Montana,2005,940102
30,Montana,2006,952692
30,Montana,2007,964706
30,Montana,2008,976415
30,Montana,2009,983982
30,Montana,2010,990697
30,Montana,2011,997316
30,Montana,2012,1003783
30,Montana,2013,1013569
30,Montana,2014,1021869
30,Montana,2015,1030475
30,Montana,2016,1040859
30,Montana,2017,1052482
30,Montana,2018,1060665
30,Montana,2019,1068778
31,Nebraska,2000,1713820
31,Nebraska,2001,1719836
31,Nebraska,2002,1728292
31,Nebraska,2003,1738643
31,Nebraska,2004,1749370
31,Nebraska,2005,1761497
31,Nebraska,2006,1772693
31,Nebraska,2007,1783440
31,Nebraska,2008,1796378
31,Nebraska,2009,1812683
31,Nebraska,2010,1829542
31,Nebraska,2011,1840672
31,Nebraska,2012,1853303
31,Nebraska,2013,1865279
31,Nebraska,2014,1879321
31,Nebraska,2015,1891277
31,Nebraska,2016,1905616
31,Nebraska,2017,1915947
31,Nebraska,2018,1925614
31,Nebraska,2019,1934408
32,Nevada,2000,2018741
32,Nevada,2001,2098399
32,Nevada,2002,2173791
32,Nevada,2003,2248850
32,Nevada,2004,2346222
32,Nevada,2005,2432143
32,Nevada,2006,2522658
32,Nevada,2007,2601072
32,Nevada,2008,2653630
32,Nevada,2009,2684665
32,Nevada,2010,2702405
32,Nevada,2011,2712730
32,Nevada,2012,2743996
32,Nevada,2013,2775970
32,Nevada,2014,2817628
32,Nevada,2015,2866939
32,Nevada,2016,2917563
32,Nevada,2017,2969905
32,Nevada,2018,3027341
32,Nevada,2019,3080156
33,New Hampshire,2000,1239882
33,New Hampshire,2001,1255517
33,New Hampshire,2002,1269089
33,New Hampshire,2003,1279840
33,New Hampshire,2004,1290121
33,New Hampshire,2005,1298492
33,New Hampshire,2006,1308389
33,New Hampshire,2007,1312540
33,New Hampshire,2008,1315906
33,New Hampshire,2009,1316102
33,New Hampshire,2010,1316762
33,New Hampshire,2011,1320202
33,New Hampshire,2012,1324232
33,New Hampshire,2013,1326622
33,New Hampshire,2014,1333341
33,New Hampshire,2015,1336350
33,New Hampshire,2016,1342307
33,New Hampshire,2017,1348787
33,New Hampshire,2018,1353465
33,New Hampshire,2019,1359711
34,New Jersey,2000,8430621
34,New Jersey,2001,8492671
34,New Jersey,2002,8552643
34,New Jersey,2003,8601402
34,New Jersey,2004,8634561
34,New Jersey,2005,8651974
34,New Jersey,2006,8661679
34,New Jersey,2007,8677885
34,New Jersey,2008,8711090
34,New Jersey,2009,8755602
34,New Jersey,2010,8799446
34,New Jersey,2011,8828117
34,New Jersey,2012,8844942
34,New Jersey,2013,8856972
34,New Jersey,2014,8864525
34,New Jersey,2015,8867949
34,New Jersey,2016,8870827
34,New Jersey,2017,8885525
34,New Jersey,2018,8886025
34,New Jersey,2019,8882190
35,New Mexico,2000,1821204
35,New Mexico,2001,1831690
35,New Mexico,2002,1855309
35,New Mexico,2003,1877574
35,New Mexico,2004,1903808
35,New Mexico,2005,1932274
35,New Mexico,2006,1962137
35,New Mexico,2007,1990070
35,New Mexico,2008,2010662
35,New Mexico,2009,2036802
35,New Mexico,2010,2064552
35,New Mexico,2011,2080450
35,New Mexico,2012,2087309
35,New Mexico,2013,2092273
35,New Mexico,2014,2089568
35,New Mexico,2015,2089291
35,New Mexico,2016,2091630
35,New Mexico,2017,2091784
35,New Mexico,2018,2092741
35,New Mexico,2019,2096829
36,New York,2000,19001780
36,New York,2001,19082838
36,New York,2002,19137800
36,New York,2003,19175939
36,New York,2004,19171567
36,New York,2005,19132610
36,New York,2006,19104631
36,New York,2007,19132335
36,New York,2008,19212436
36,New York,2009,19307066
36,New York,2010,19399878
36,New York,2011,19499241
36,New York,2012,19572932
36,New York,2013,19624447
36,New York,2014,19651049
36,New York,2015,19654666
36,New York,2016,19633428
36,New York,2017,19589572
36,New York,2018,19530351
36,New York,2019,19453561
37,North Carolina,2000,8081614
37,North Carolina,2001,8210122
37,North Carolina,2002,8326201
37,North Carolina,2003,8422501
37,North Carolina,2004,8553152
37,North Carolina,2005,8705407
37,North Carolina,2006,8917270
37,North Carolina,2007,9118037
37,North Carolina,2008,9309449
37,North Carolina,2009,9449566
37,North Carolina,2010,9574323
37,North Carolina,2011,9657592
37,North Carolina,2012,9749476
37,North Carolina,2013,9843336
37,North Carolina,2014,9932887
37,North Carolina,2015,10031646
37,North Carolina,2016,10154788
37,North Carolina,2017,10268233
37,North Carolina,2018,10381615
37,North Carolina,2019,10488084
38,North Dakota,2000,642023
38,North Dakota,2001,639062
38,North Dakota,2002,638168
38,North Dakota,2003,638817
38,North Dakota,2004,644705
38,North Dakota,2005,646089
38,North Dakota,2006,649422
38,North Dakota,2007,652822
38,North Dakota,2008,657569
38,North Dakota,2009,664968
38,North Dakota,2010,674715
38,North Dakota,2011,685225
38,North Dakota,2012,701176
38,North Dakota,2013,722036
38,North Dakota,2014,737401
38,North Dakota,2015,754066
38,North Dakota,2016,754434
38,North Dakota,2017,754942
38,North Dakota,2018,758080
38,North Dakota,2019,762062
39,Ohio,2000,11363543
39,Ohio,2001,11387404
39,Ohio,2002,11407889
39,Ohio,2003,11434788
39,Ohio,2004,11452251
39,Ohio,2005,11463320
39,Ohio,2006,11481213
39,Ohio,2007,11500468
39,Ohio,2008,11515391
39,Ohio,2009,11528896
39,Ohio,2010,11539336
39,Ohio,2011,11544663
39,Ohio,2012,11548923
39,Ohio,2013,11576684
39,Ohio,2014,11602700
39,Ohio,2015,11617527
39,Ohio,2016,11634370
39,Ohio,2017,11659650
39,Ohio,2018,11676341
39,Ohio,2019,11689100
40,Oklahoma,2000,3454365
40,Oklahoma,2001,3467100
40,Oklahoma,2002,3489080
40,Oklahoma,2003,3504892
40,Oklahoma,2004,3525233
40,Oklahoma,2005,3548597
40,Oklahoma,2006,3594090
40,Oklahoma,2007,3634349
40,Oklahoma,2008,3668976
40,Oklahoma,2009,3717572
40,Oklahoma,2010,3759944
40,Oklahoma,2011,3788379
40,Oklahoma,2012,3818814
40,Oklahoma,2013,3853214
40,Oklahoma,2014,3878187
40,Oklahoma,2015,3909500
40,Oklahoma,2016,3926331
40,Oklahoma,2017,3931316
40,Oklahoma,2018,3940235
40,Oklahoma,2019,3956971
41,Oregon,2000,3429708
41,Oregon,2001,3467937
41,Oregon,2002,3513424
41,Oregon,2003,3547376
41,Oregon,2004,3569463
41,Oregon,2005,3613202
41,Oregon,2006,3670883
41,Oregon,2007,3722417
41,Oregon,2008,3768748
41,Oregon,2009,3808600
41,Oregon,2010,3837491
41,Oregon,2011,3872036
41,Oregon,2012,3899001
41,Oregon,2013,3922468
41,Oregon,2014,3963244
41,Oregon,2015,4015792
41,Oregon,2016,4089976
41,Oregon,2017,4143625
41,Oregon,2018,4181886
41,Oregon,2019,4217737
42,Pennsylvania,2000,12284173
42,Pennsylvania,2001,12298970
42,Pennsylvania,2002,12331031
42,Pennsylvania,2003,12374658
42,Pennsylvania,2004,12410722
42,Pennsylvania,2005,12449990
42,Pennsylvania,2006,12510809
42,Pennsylvania,2007,12563937
42,Pennsylvania,2008,12612285
42,Pennsylvania,2009,12666858
42,Pennsylvania,2010,12711160
42,Pennsylvania,2011,12745815
42,Pennsylvania,2012,12767118
42,Pennsylvania,2013,12776309
42,Pennsylvania,2014,12788313
42,Pennsylvania,2015,12784826
42,Pennsylvania,2016,12782275
42,Pennsylvania,2017,12787641
42,Pennsylvania,2018,12800922
42,Pennsylvania,2019,12801989
44,Rhode Island,2000,1050268
44,Rhode Island,2001,1057142
44,Rhode Island,2002,1065995
44,Rhode Island,2003,1071342
44,Rhode Island,2004,1074579
44,Rhode Island,2005,1067916
44,Rhode Island,2006,1063096
44,Rhode Island,2007,1057315
44,Rhode Island,2008,1055003
44,Rhode Island,2009,1053646
44,Rhode Island,2010,1053959
44,Rhode Island,2011,1053649
44,Rhode Island,2012,1054621
44,Rhode Island,2013,1055081
44,Rhode Island,2014,1055936
44,Rhode Island,2015,1056065
44,Rhode Island,2016,1056770
44,Rhode Island,2017,1055673
44,Rhode Island,2018,1058287
44,Rhode Island,2019,1059361
45,South Carolina,2000,4024223
45,South Carolina,2001,4064995
45,South Carolina,2002,4107795
45,South Carolina,2003,4150297
45,South Carolina,2004,4210921
45,South Carolina,2005,4270150
45,South Carolina,2006,4357847
45,South Carolina,2007,4444110
45,South Carolina,2008,4528996
45,South Carolina,2009,4589872
45,South Carolina,2010,4635649
45,South Carolina,2011,4671994
45,South Carolina,2012,4717354
45,South Carolina,2013,4764080
45,South Carolina,2014,4823617
45,South Carolina,2015,4891938
45,South Carolina,2016,4957968
45,South Carolina,2017,5021268
45,South Carolina,2018,5084156
45,South Carolina,2019,5148714
46,South Dakota,2000,755844
46,South Dakota,2001,757972
46,South Dakota,2002,760020
46,South Dakota,2003,763729
46,South Dakota,2004,770396
46,South Dakota,2005,775493
46,South Dakota,2006,783033
46,South Dakota,2007,791623
46,South Dakota,2008,799124
46,South Dakota,2009,807067
46,South Dakota,2010,816166
46,South Dakota,2011,823579
46,South Dakota,2012,833566
46,South Dakota,2013,842316
46,South Dakota,2014,849129
46,South Dakota,2015,853988
46,South Dakota,2016,862996
46,South Dakota,2017,872868
46,South Dakota,2018,878698
46,South Dakota,2019,884659
47,Tennessee,2000,5703719
47,Tennessee,2001,5750789
47,Tennessee,2002,5795918
47,Tennessee,2003,5847812
47,Tennessee,2004,5910809
47,Tennessee,2005,5991057
47,Tennessee,2006,6088766
47,Tennessee,2007,6175727
47,Tennessee,2008,6247411
47,Tennessee,2009,6306019
47,Tennessee,2010,6355311
47,Tennessee,2011,6399291
47,Tennessee,2012,6453898
47,Tennessee,2013,6494340
47,Tennessee,2014,6541223
47,Tennessee,2015,6591170
47,Tennessee,2016,6646010
47,Tennessee,2017,6708799
47,Tennessee,2018,6771631
47,Tennessee,2019,6829174
48,Texas,2000,20944499
48,Texas,2001,21319622
48,Texas,2002,21690325
48,Texas,2003,22030931
48,Texas,2004,22394023
48,Texas,2005,22778123
48,Texas,2006,23359580
48,Texas,2007,23831983
48,Texas,2008,24309039
48,Texas,2009,24801761
48,Texas,2010,25241971
48,Texas,2011,25645629
48,Texas,2012,26084481
48,Texas,2013,26480266
48,Texas,2014,26964333
48,Texas,2015,27470056
48,Texas,2016,27914410
48,Texas,2017,28295273
48,Texas,2018,28628666
48,Texas,2019,28995881
49,Utah,2000,2244502
49,Utah,2001,2283715
49,Utah,2002,2324815
49,Utah,2003,2360137
49,Utah,2004,2401580
49,Utah,2005,2457719
49,Utah,2006,2525507
49,Utah,2007,2597746
49,Utah,2008,2663029
49,Utah,2009,2723421
49,Utah,2010,2775332
49,Utah,2011,2814384
49,Utah,2012,2853375
49,Utah,2013,2897640
49,Utah,2014,2936879
49,Utah,2015,2981835
49,Utah,2016,3041868
49,Utah,2017,3101042
49,Utah,2018,3153550
49,Utah,2019,3205958
50,Vermont,2000,609618
50,Vermont,2001,612223
50,Vermont,2002,615442
50,Vermont,2003,617858
50,Vermont,2004,619920
50,Vermont,2005,621215
50,Vermont,2006,622892
50,Vermont,2007,623481
50,Vermont,2008,624151
50,Vermont,2009,624817
50,Vermont,2010,625879
50,Vermont,2011,627049
50,Vermont,2012,626090
50,Vermont,2013,626210
50,Vermont,2014,625214
50,Vermont,2015,625216
50,Vermont,2016,623657
50,Vermont,2017,624344
50,Vermont,2018,624358
50,Vermont,2019,623989
51,Virginia,2000,7105817
51,Virginia,2001,7198362
51,Virginia,2002,7286873
51,Virginia,2003,7366977
51,Virginia,2004,7475575
51,Virginia,2005,7577105
51,Virginia,2006,7673725
51,Virginia,2007,7751000
51,Virginia,2008,7833496
51,Virginia,2009,7925937
51,Virginia,2010,8023699
51,Virginia,2011,8101155
51,Virginia,2012,8185080
51,Virginia,2013,8252427
51,Virginia,2014,8310993
51,Virginia,2015,8361808
51,Virginia,2016,8410106
51,Virginia,2017,8463587
51,Virginia,2018,8501286
51,Virginia,2019,8535519
53,Washington,2000,5910512
53,Washington,2001,5985722
53,Washington,2002,6052349
53,Washington,2003,6104115
53,Washington,2004,6178645
53,Washington,2005,6257305
53,Washington,2006,6370753
53,Washington,2007,6461587
53,Washington,2008,6562231
53,Washington,2009,6667426
53,Washington,2010,6742830
53,Washington,2011,6826627
53,Washington,2012,6897058
53,Washington,2013,6963985
53,Washington,2014,7054655
53,Washington,2015,7163657
53,Washington,2016,7294771
53,Washington,2017,7423362
53,Washington,2018,7523869
53,Washington,2019,7614893
54,West Virginia,2000,1807021
54,West Virginia,2001,1801481
54,West Virginia,2002,1805414
54,West Virginia,2003,1812295
54,West Virginia,2004,1816438
54,West Virginia,2005,1820492
54,West Virginia,2006,1827912
54,West Virginia,2007,1834052
54,West Virginia,2008,1840310
54,West Virginia,2009,1847775
54,West Virginia,2010,1854239
54,West Virginia,2011,1856301
54,West Virginia,2012,1856872
54,West Virginia,2013,1853914
54,West Virginia,2014,1849489
54,West Virginia,2015,1842050
54,West Virginia,2016,1831023
54,West Virginia,2017,1817004
54,West Virginia,2018,1804291
54,West Virginia,2019,1792147
55,Wisconsin,2000,5373999
55,Wisconsin,2001,5406835
